Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Col_33,Col_34,Col_35,Col_36,Col_37,Col_38,Col_39,Col_40,Col_41,Col_42,Col_43,Col_44,Col_45,Col_46,Col_47,Col_48,Col_49,Col_50,Col_51,Col_52
32.47834483611743,32.33987680948141,32.03631440974238,31.86432585083761,34.22198872861416,33.63410596261545,33.28942851955062,33.26551276208773,33.0377016570599,32.578054243109825,33.68185174531915,34.156799431423934,34.50927106341212,35.05419902733184,34.74764510933624,33.78715413963954,33.57085121983738,32.6671437815316,32.898138886620124,34.06710941985671,35.2077121079252,35.68731962256215,35.89575575844621,36.27354678455598,35.376512098929496,34.29625958621223,33.6267037411316,35.2438203495253,35.72221342765447,35.79385092300838,34.93327698209072,35.49414501326557,35.61795208257177,35.40565754807008,35.637992490068385,35.82486625378277,35.52300239985954,34.958648275802744,35.404890753165986,34.53131063483829,34.574902322610605,33.10396154082931,35.33068154400223,34.115841174384514,34.791765500521535,33.99224592905577,34.048831000607684,34.27517939344178,33.28762920620572,33.29782157566472,33.79210653804615,33.255189512163845
29.20346164265358,29.92103411692913,28.63388913753236,29.08305429342896,30.60218388903524,30.50947334418097,31.138130265181747,30.53119937115639,30.32090405196186,30.430225110900988,29.023101134096557,30.37851267523957,30.87316200424554,32.382165941815416,32.29925510470753,31.25830030528338,31.520715190589545,28.09371321316995,29.334587002117484,31.26211205460868,32.34469283109427,32.19553587509032,33.33829423393833,32.8461658848454,30.64923668815845,18.331708305410032,28.97977247858298,30.60801940244452,31.8172794288634,32.756965294165234,32.73287875190154,33.50029173609644,22.66618841261061,7.633362672316093,29.02806487225442,32.72550656785109,33.071226708840484,32.06987912975975,31.607105522353745,30.9551931452188,20.95765014384516,19.77513480457834,29.83991705927221,30.53429896618015,30.983843627526667,31.48883560383361,31.217800362237696,27.075109590671797,30.17506113450466,30.898761233988164,28.37788852887174,28.364435925468516
3.1395956526386493,1.5648581279621718,1.539651421550296,0.0830766279171595,18.002712246183698,21.100530655440227,20.126941630197454,14.600347608294896,15.036629980560278,4.186274941440974,18.79556765061778,25.89308067633248,27.33138435425495,27.208198301902183,26.4629574329983,24.82013935962911,16.27792103448866,9.8962659534382,18.7082743864918,23.76297807464508,28.44716171827103,30.41949260030688,30.526838479788005,30.17328765431913,28.2256313286137,21.126559691875755,16.87650999806864,25.17434916435284,30.168352771250845,31.68918553170752,32.318088232677376,31.42755532090312,29.3340713841804,26.39129615736877,24.492248007361564,28.89309585927948,31.383974113165127,31.631208100963327,31.307588631117888,30.901920658019225,29.941026423986525,27.77718826926296,28.30301375177558,30.140160642712864,28.778252742975013,30.318238568759888,30.56267129662427,28.777545613402065,25.031614184644138,26.056649691307463,27.792797476593428,28.697108139245618
24.30776305040204,24.56471499795358,24.69156608905299,24.89731020971972,24.62852822017133,27.365278552239246,27.123901890671583,27.02547294302831,27.179305019715954,28.427599549927454,20.920965030282893,27.02621516926696,28.14030993100741,29.66252715424011,29.294671776032555,29.09295676164051,29.839569048020024,28.70921860785327,9.01773842484068,22.622814359889503,27.741255652905487,29.33643537428897,32.69865267615547,32.13531294628352,29.754811421086128,28.97028119323432,0.0,5.60195967591862,21.489847012887715,30.258761676176366,32.79155915379283,32.90167233792708,30.026235276274544,29.001069728564374,3.447461986253751,19.384191082528755,29.57265742680876,31.366794249745155,31.64922268516254,31.374363866766267,29.1035307111842,29.665737948100308,22.89491412820869,27.124938626269387,29.54689515623763,30.847947093175488,30.57548772952439,30.33721889849985,25.18496962573068,26.43373048972658,27.29670881088429,28.150513480747197
26.932467973685792,27.476036584187643,29.131553355929512,27.876538337101582,27.781760225797637,28.51518912306097,29.690288502109524,29.37124297899854,30.085125084323973,29.139944046447983,28.5752790713108,30.207233278265065,28.99849091835503,30.176662555010413,30.569253809181493,30.29846382906147,30.237060801401665,28.571163080747866,24.85353394486644,29.27600810748305,29.85989497079582,31.234103267500394,33.05865796730228,33.40928251719156,30.115589395361894,30.19516673710644,25.03801884857104,28.149787539224832,29.93850981811715,30.030651302840333,28.98564583515796,33.24345123717054,30.424316669579973,31.261432572200828,17.551865083591153,24.164914339565687,25.433542814662204,25.389618395024385,29.893700305208604,28.543629082254952,30.338622816089803,30.116641493383675,11.072373538133446,16.922295373772403,12.762963418918588,28.14111915204369,28.12258641948408,29.212001817961244,6.760970954816168,15.08071334940488,23.39655727248301,27.183500997456164
16.487864532597804,17.632010530535304,20.967935243925908,18.613729708133352,0.0652067707189762,10.825398847131511,23.110162846918108,25.26217738322183,26.73992435112516,25.496340063611555,0.0,2.3616190304953864,24.15901441108745,26.878345983786684,29.121947042270502,28.36327972934283,26.746479602185254,27.873790525948667,0.0,4.939040331747008,19.364691939496947,24.10994952541475,30.15849377087057,30.60178998689341,29.154567436697203,28.944906502926194,19.03150045167089,23.67217071976572,26.52226754214973,28.639060606589887,30.03378681941661,27.8062750479688,26.86992941555024,30.56533951959801,25.451603621485614,28.24237356226224,30.06725587943633,30.11044910296767,30.202998209904752,30.04300281704322,28.367277929857504,28.99434922302015,28.78593744429325,28.6471800981717,28.20198694805816,27.872395780334728,28.949574614890217,28.84543770427831,23.501189350851263,24.83949245310692,25.54391912626519,25.53680015486694
20.26025924057205,26.92590679087948,23.68209558755187,22.02686211154496,22.63149919884593,26.381128162096964,26.24294527291671,24.43598290948181,25.851513009753678,26.26884885367476,16.49904700338005,27.635082072078426,27.221563365646443,23.866812111197635,16.54491744668125,26.83997343638224,25.34561710313664,27.752160189968578,11.23578662069102,18.13982962136573,18.19368790533463,18.560136219642928,0.0,0.0231036950050226,0.0,31.226879831307645,16.935266829632763,24.6677447924096,29.57748962953435,30.616678423610423,32.10355220580129,33.00284679362988,31.91982686578181,30.51553245309752,28.30232537243358,30.205670667314404,31.250178060186197,30.36636224862401,30.99186621715464,31.02050904399501,29.82036542487151,30.190853239449595,27.755794654440223,30.70170966853137,29.368920698792657,30.3139004147278,30.00618871125853,29.042816267110727,29.128721788946528,28.175955313354255,28.194226853175987,27.444367441777366
8.611079432218254,4.870125927693987,4.342564164973072,5.5553947569166455,11.158127029401122,25.034632337115973,19.94539184051387,20.464887909330937,24.38496376481691,15.523220870647648,8.615299048839123,24.659991596975992,27.72907947403,28.37528991290906,28.378904648554087,28.048128772245555,26.848559156713517,18.491494977327807,2.449728142320427,2.1733629466196973,23.17220961973536,27.900040035883137,29.72255284264828,31.67412055902848,30.15760812691201,8.484596929819515,0.0,2.536947341880459,26.07677357607028,29.759496531273637,31.630881782566554,31.80388119272445,30.03119213841468,2.0777380188887933,10.225986670339324,18.135822589294964,29.99206316760967,30.83553282792292,30.467039762002383,29.589224104146734,21.52805061084485,0.2267559433460182,12.19295820578956,16.523496275055983,23.61259198676805,22.139292325817053,21.41718100378884,4.3897699276478095,0.1688253196280861,3.5618388551866245,4.721087608723021,1.7660916298950804
25.42273901933998,24.993282504243087,25.81239108179617,25.463452032841754,27.239000795630798,27.914934577808776,26.974046540344997,26.96762280001569,28.24629740227999,27.341057486911705,27.67612373929719,29.804499754311657,30.40227519711859,29.694130043506103,29.302380403359788,28.09592663430622,28.36524131248405,27.74559226259552,20.004587736568613,27.422388684814987,29.392307838835237,29.325223254336564,31.29074892858064,30.990577253186267,28.71865167309585,28.15064148242763,0.8165912979472381,6.805868717482863,0.1131584501396123,0.0,29.921839159880214,31.72125861471728,30.188794597596026,28.477169648559123,0.0,0.8618899579715789,6.8569309149897695,10.61137909196266,13.509388453628274,24.44925927581924,28.40074422798951,28.582385872065693,4.442160063990467,12.786203237401327,16.47347135577585,24.543848670643857,27.59454363189591,28.05406377701776,12.498385065572885,13.520278561071772,25.62594493043136,29.052043267910964
22.555798730474667,22.388725550695835,22.01615935141521,21.554357338311657,22.63222823712689,24.532149977530256,22.660585450746083,22.13125806439851,23.21217852400322,23.06865924719701,22.642930378325,25.37828480313033,26.04752912547412,15.754726754489898,18.77903235457091,20.071437374179972,23.809641409920346,22.44767178879953,20.908126986042724,24.15109328969978,24.95101803167118,25.255530423302957,5.574747268091372,4.754958977001119,7.780505797722805,15.880445628058144,20.366693839581394,22.493708923797172,22.36462965060883,19.374406396769537,0.157298999208596,0.3997261490307577,0.5356203494167453,17.050766972648407,21.900279228457315,23.78974896342926,21.96579586923368,13.248943344888144,6.523657112950859,18.759501814314728,16.53080261843354,16.74825021301748,22.7967084981005,22.682894698959256,19.894361085378247,19.60034430190192,23.794140488562693,22.12911786061568,23.32937720651396,24.366528895882382,24.400990635981657,24.900651097350305
3.364526410174588,7.378039333235237,8.064531388743658,18.694181023927104,1.5543043191812356,4.526674185956826,2.9227049770902656,3.1152194847903774,11.322014062818871,23.695192480772555,2.07749737217702,0.2861537645307389,1.1418807721833333,0.0,0.5785619574788352,0.5153891890581729,22.00912769250922,27.11519223271137,0.0,2.382584398860358,0.4530767938403366,0.0,12.143289318879315,31.46137066994986,22.534129333473377,29.648442817032365,20.57949371102229,23.200161112162515,24.417379335739135,29.31636732494705,31.05254827945577,32.8477636829572,31.344886846569818,28.074961442897138,25.42567578341676,28.882944195082217,29.05412619910384,28.03833707251544,30.518929477198014,29.400269155824606,29.73103510599741,28.41260296947607,28.236273460409286,28.46515527154035,28.40323677690223,28.26201129495341,28.1210435117808,27.839777515937676,27.947219532641604,26.096198517517323,27.910539684487045,26.77917252391037
23.027170253254543,21.54775900666425,2.9697821507023487,0.9175008503808334,24.892929473668232,26.249502744518303,24.882291134737883,3.6023319496111235,1.6288393316695622,2.30283359238088,29.808259015853427,30.12419520624369,29.222886110949805,28.99777961936037,3.813419766311358,0.8024937799988348,0.0,0.2924558632058422,28.272727446197543,29.619497933662007,30.64856724406551,31.885648432613813,31.205122296717214,3.503809342319358,0.3679068050831485,1.1063007167263474,27.612977137124663,29.75786532975126,31.918532418369555,33.33252703157335,31.571691764732822,0.0,0.0,0.2001974928871827,29.45465414511584,30.72735789613297,31.79644371598961,29.98417834121069,0.0,1.010358410911484,0.0,0.3405307996232409,30.42306945479619,29.05465384052421,27.233348164500438,2.811721824369217,1.02228507006221,0.4066338371971641,28.84097287477211,26.87235868830387,15.59800893128592,0.9872873079077742
24.620208807925124,24.224672112530723,24.39185384027161,23.17034283125537,26.62304391504163,27.4557960247478,27.689459417463144,26.442207796339225,27.01276375751208,26.80134403831604,24.528704640160885,26.82330909043323,29.139438587859463,28.84294579105497,27.996471136623967,27.75834305842209,28.149367299844847,27.945877907002203,20.42615431547264,21.73406198606823,25.42258985860105,25.131750045240132,30.825409309017694,31.124222758304235,29.17448057840657,28.37808615276457,3.988764483958224,3.42835511058553,2.5629153954547768,0.0946533895333315,11.574590209365018,30.139248905493005,21.81668274957621,27.034420320479523,0.0,0.1421859025744192,0.0,0.0,0.0,1.880275248263384,9.151349276837411,25.037930944028204,0.0,0.1692002373036775,1.1825548902643213,2.806778802799324,3.497969937237494,7.9283002399128275,1.1914921101771905,3.161147377038716,5.066269436872641,8.149853248821568
1.3294821732113535,1.0230702720989606,1.2818911614338575,3.995008846372292,1.1910946502129722,0.1684074143144784,0.3762743064599644,1.5569726182874708,0.0,10.148201166038898,5.020222394141302,4.360434688644623,3.484950276725429,3.538992864010968,4.973873375788959,0.9522119965560816,4.6274116634302604,21.92549204668051,7.9353166421580035,14.735211953003878,21.60174215403473,25.413527178869057,30.28961749000697,29.307428622872983,26.77670759755466,25.46729104707867,23.54994423755637,25.70889879394377,26.5028942914653,28.521481590290254,29.73775644942928,29.721724057383515,29.095513278198005,25.610008675337728,24.79463538879492,26.4385987645262,27.69779939216776,22.95000909846909,22.763452379862557,28.09118350804908,24.596521915345487,24.93440131015215,23.70554228138085,25.785593127260807,23.365723743163176,20.26568899496773,23.39708578869553,22.715389193330985,23.506387953935448,22.8659194049257,17.551165518291665,17.936601262559932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0031914819701009,0.0,0.0,0.0,0.0,0.0,1.3338035280753082,4.010159654714731,0.0,8.383156843110974,0.0,0.0,0.0,0.0,4.644439636102366,2.0180271507844973,1.748450158758262,14.440016074356526,19.64409595337991,23.38475687822281,25.69300950153052,27.699663986073837,23.926331928187228,22.846468560904786,27.06593476039652,23.42754729802857,27.9904657113469,27.961390036320893,26.151267098468324,27.94221697287289,26.71598071702869,25.636801609311487,25.96416654152237,25.3341416223286,27.663731523690952,28.04014873711689,27.681472107859683,26.865851368779843,27.20248359721573,27.894766318416288,24.81129851755976,27.087504399608523,27.49310096491297,26.75522015041856
3.09983713396079,5.152777063415574,13.956012819943515,12.70668782550882,2.390208924826797,5.664637822173487,3.1460897046399494,11.337079804625178,18.390712732027417,13.270078581553342,0.0829288569396413,1.848940432574996,2.575825868533122,0.0,1.30929483109891,2.3876379055932966,16.427156021346036,19.74729223019885,0.0,0.0,0.4161964466087617,0.4284394255741255,8.563892944621585,16.040379682672228,9.71574776032038,23.89964479643779,0.0,0.7233437181228013,0.0,1.1439954723173014,10.949997102556482,20.735755525890024,19.502960400183063,27.1681564738336,1.3937229519948031,4.154870641015855,2.685063380963408,2.7830186312823315,12.53949026703516,16.138955436976538,28.386064538166988,28.030848379474666,7.366371464296396,11.647018767092336,15.445389447635526,22.38850360071518,26.72818361042543,27.87442738784542,8.997385993328564,15.147029602841894,25.38439361317304,25.15284145807611
0.9490152848905268,4.564883422072288,11.091239665215555,6.377381780087083,3.6617127845011024,0.8795393752204144,9.729712149488853,22.289760982154156,23.879923367292545,11.190005535493752,0.0,0.0,0.9329017676601924,3.8895864957675625,23.660237077830985,24.89593526260546,24.562892481887765,19.490714852532854,0.0,0.2888765170129469,0.0941060939974153,4.975714724592683,10.30968063188142,19.487383804080352,27.22082254190744,16.312887132220016,0.0,0.0,4.069069527240266,9.981168572022476,22.28883172880704,26.62062000947317,23.373120119725705,13.651811583628229,0.4364214010935278,1.2635136052185716,2.254408235667136,21.16649816594293,22.105704209419947,4.644510069472244,7.0581880919249445,4.945159138174422,0.3769690615595383,0.5065122021129137,0.4472840426035567,6.755553218082817,0.2850001034135712,0.8733486945899273,0.0,0.7228431838295876,1.5569850695500578,0.581116758356706
3.421266079084122,3.970075280010752,2.845836033996419,3.2318018570376466,0.0,0.0,0.3454231904479371,2.1001471492435817,4.153274228352367,19.320114979639676,0.0,0.0,0.9558957916836344,0.1227080605498888,0.0,0.0,15.006566240887237,22.893314988019863,0.2675035719987577,0.1214809799443899,0.0,1.5511833447118235,2.2370063184829467,0.0,0.3380607068149438,23.48785761048936,0.0,0.0,0.0,0.0,11.08795791355756,3.2469996856226966,14.809786956648246,25.21492302569441,0.5175179545494231,0.1834485505220838,0.0,0.0,0.6159154309664818,2.709380855246198,13.99894023890715,23.296786750376317,0.0,0.3270169813654538,0.0,0.5196686364287794,7.551352543967828,18.821292917252546,0.0,0.0,0.0,13.391506511141165
0.0946751982285027,2.9545107999253517,0.0,0.0,2.752136425037587,2.822194801337898,2.2331795967402783,1.3293590734330063,0.0070580481969834,0.0613320050220634,2.282649461618518,3.0154752186072558,3.273838244441374,2.2573951066188576,0.0,0.0,2.17431234623447,15.15898384726836,0.1783395624579567,0.0,1.233155456276671,1.6238004471539138,0.0,9.505965628241045,2.5910084255664247,22.10089113691263,0.0,0.0,0.0,0.0,23.76638516980129,25.642722090228972,19.017242749319557,17.456274702781215,0.0,0.0,0.0,0.0,3.386452663936009,0.0,4.838573600952656,6.252924848809847,0.8859604691167254,0.0,0.1484430054299497,0.0,0.2743377062376286,5.588256245793927,0.0,0.0,4.165536315303627,0.7281223367608295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5324208409757902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127214416727834,2.959430129060237,0.0336718726405781,0.0070375296515677,0.0,0.0,0.0,0.0,0.0,1.1238663327136806,0.0622911598902872,0.0,0.0,0.0227366342589113,1.7320963722653957,3.2494832742092425,5.233114464675227,1.8112787379273407,0.0387605479270964,0.0316147485885814,0.0415033799964254,0.0,0.0552175403430703,2.1687258105810945,1.1320936297126996,0.8933560491973332,1.5273641122156416,1.630443004685457,2.54463905396824
